Date,Type,Category,Amount
2022-09-20,Income,Gifts,4264.18
2022-09-20,Expense,Insurance,111.02
2022-09-20,Expense,Other,185.03
2022-09-20,Expense,Education,108.1
2022-09-20,Expense,Entertainment,207.26
2022-09-21,Income,Salary,3252.09
2022-09-21,Expense,Insurance,244.44
2022-09-21,Expense,Transport,168.76
2022-09-21,Expense,Transport,118.03
2022-09-21,Expense,Transport,147.42
2022-09-22,Income,Rental Income,870.2
2022-09-22,Income,Rental Income,1759.88
2022-09-22,Expense,Entertainment,243.87
2022-09-22,Expense,Travel,91.6
2022-09-22,Expense,Health,294.91
2022-09-22,Expense,Transport,235.29
2022-09-22,Expense,Transport,266.46
2022-09-23,Income,Freelance,334.51
2022-09-23,Income,Freelance,4064.92
2022-09-23,Expense,Other,74.08
2022-09-23,Expense,Utilities,167.91
2022-09-23,Expense,Entertainment,73.03
2022-09-24,Income,Gifts,1400.5
2022-09-24,Income,Investments,698.93
2022-09-24,Expense,Transportation,50.38
2022-09-24,Expense,Transportation,36.57
2022-09-24,Expense,Utilities,263.4
2022-09-24,Expense,Insurance,194.45
2022-09-24,Expense,Bills,71.06
2022-09-25,Income,Gifts,2482.48
2022-09-25,Income,Gifts,1577.27
2022-09-25,Expense,Entertainment,208.0
2022-09-25,Expense,Insurance,233.3
2022-09-26,Income,Investments,4685.57
2022-09-26,Income,Investments,1962.04
2022-09-26,Expense,Bills,133.28
2022-09-26,Expense,Education,182.16
2022-09-26,Expense,Shopping,269.98
2022-09-26,Expense,Utilities,52.04
2022-09-27,Income,Freelance,4891.92
2022-09-27,Income,Gifts,3682.29
2022-09-27,Expense,Utilities,257.26
2022-09-27,Expense,Bills,138.04
2022-09-27,Expense,Shopping,32.23
2022-09-27,Expense,Transportation,167.31
2022-09-27,Expense,Transportation,289.23
2022-09-28,Income,Gifts,2947.26
2022-09-28,Income,Gifts,2861.92
2022-09-28,Expense,Education,83.38
2022-09-28,Expense,Other,143.75
2022-09-28,Expense,Education,287.54
2022-09-29,Income,Rental Income,4065.09
2022-09-29,Income,Gifts,2507.97
2022-09-29,Expense,Utilities,88.58
2022-09-29,Expense,Travel,254.2
2022-09-29,Expense,Bills,89.91
2022-09-30,Income,Gifts,187.69
2022-09-30,Income,Freelance,2203.91
2022-09-30,Expense,Other,280.19
2022-09-30,Expense,Health,279.65
2022-09-30,Expense,Shopping,113.57
2022-10-01,Income,Investments,1768.04
2022-10-01,Income,Investments,4739.67
2022-10-01,Expense,Education,278.73
2022-10-01,Expense,Transportation,61.52
2022-10-01,Expense,Other,197.68
2022-10-02,Income,Salary,1773.34
2022-10-02,Income,Investments,4633.91
2022-10-02,Expense,Entertainment,130.59
2022-10-02,Expense,Entertainment,137.2
2022-10-02,Expense,Other,283.69
2022-10-03,Income,Rental Income,2484.57
2022-10-03,Expense,Transportation,237.62
2022-10-03,Expense,Transportation,292.56
2022-10-04,Income,Rental Income,4565.2
2022-10-04,Income,Salary,3226.7
2022-10-04,Expense,Transport,70.07
2022-10-04,Expense,Utilities,115.1
2022-10-05,Income,Freelance,4475.29
2022-10-05,Expense,Transport,146.36
2022-10-05,Expense,Utilities,70.54
2022-10-05,Expense,Health,189.23
2022-10-06,Income,Gifts,4629.47
2022-10-06,Expense,Shopping,54.59
2022-10-06,Expense,Transport,111.6
2022-10-06,Expense,Food,39.87
2022-10-06,Expense,Other,257.73
2022-10-06,Expense,Insurance,247.61
2022-10-07,Income,Salary,3265.33
2022-10-07,Income,Gifts,3151.26
2022-10-07,Expense,Transportation,232.41
2022-10-07,Expense,Insurance,94.01
2022-10-07,Expense,Health,124.29
2022-10-07,Expense,Health,269.05
2022-10-08,Income,Salary,3682.06
2022-10-08,Income,Rental Income,2694.93
2022-10-08,Expense,Shopping,59.67
2022-10-08,Expense,Bills,72.55
2022-10-09,Income,Gifts,1686.79
2022-10-09,Income,Freelance,1665.3
2022-10-09,Expense,Bills,157.0
2022-10-09,Expense,Education,280.88
2022-10-09,Expense,Travel,210.33
2022-10-09,Expense,Shopping,91.12
2022-10-09,Expense,Bills,86.69
2022-10-10,Income,Salary,3187.8
2022-10-10,Expense,Shopping,154.29
2022-10-10,Expense,Insurance,33.52
2022-10-10,Expense,Bills,64.89
2022-10-11,Income,Rental Income,3364.15
2022-10-11,Expense,Entertainment,211.47
2022-10-11,Expense,Travel,24.3
2022-10-11,Expense,Transportation,257.79
2022-10-11,Expense,Transport,44.17
2022-10-12,Income,Rental Income,662.53
2022-10-12,Income,Freelance,3593.79
2022-10-12,Expense,Insurance,177.14
2022-10-12,Expense,Entertainment,203.71
2022-10-13,Income,Rental Income,2277.75
2022-10-13,Income,Freelance,3814.74
2022-10-13,Expense,Insurance,252.15
2022-10-13,Expense,Entertainment,92.65
2022-10-14,Income,Rental Income,4082.95
2022-10-14,Expense,Transport,294.57
2022-10-14,Expense,Bills,10.8
2022-10-14,Expense,Transportation,173.66
2022-10-15,Income,Investments,540.36
2022-10-15,Income,Salary,2783.41
2022-10-15,Expense,Travel,269.68
2022-10-15,Expense,Subscriptions,184.9
2022-10-15,Expense,Insurance,34.58
2022-10-15,Expense,Bills,215.98
2022-10-16,Income,Rental Income,4267.78
2022-10-16,Income,Freelance,4927.63
2022-10-16,Expense,Utilities,278.2
2022-10-16,Expense,Transport,270.48
2022-10-17,Income,Gifts,3387.82
2022-10-17,Income,Freelance,2391.54
2022-10-17,Expense,Health,243.6
2022-10-17,Expense,Education,143.46
2022-10-18,Income,Freelance,4305.18
2022-10-18,Expense,Bills,155.55
2022-10-18,Expense,Utilities,49.46
2022-10-18,Expense,Subscriptions,81.18
2022-10-18,Expense,Subscriptions,277.41
2022-10-19,Income,Rental Income,1776.99
2022-10-19,Income,Freelance,2853.34
2022-10-19,Expense,Education,249.24
2022-10-19,Expense,Other,171.01
2022-10-20,Income,Salary,1815.1
2022-10-20,Income,Freelance,3662.18
2022-10-20,Expense,Education,33.32
2022-10-20,Expense,Transportation,207.27
2022-10-20,Expense,Subscriptions,240.63
2022-10-21,Income,Gifts,435.01
2022-10-21,Income,Freelance,2812.72
2022-10-21,Expense,Other,137.6
2022-10-21,Expense,Transportation,59.32
2022-10-21,Expense,Shopping,160.7
2022-10-21,Expense,Transport,51.72
2022-10-21,Expense,Entertainment,232.1
2022-10-22,Income,Gifts,3617.3
2022-10-22,Income,Gifts,1443.26
2022-10-22,Expense,Education,121.99
2022-10-22,Expense,Subscriptions,58.7
2022-10-23,Income,Salary,3024.92
2022-10-23,Income,Investments,892.36
2022-10-23,Expense,Bills,26.4
2022-10-23,Expense,Subscriptions,268.81
2022-10-23,Expense,Insurance,8.54
2022-10-23,Expense,Entertainment,23.65
2022-10-23,Expense,Education,239.4
2022-10-24,Income,Rental Income,3087.41
2022-10-24,Income,Rental Income,108.99
2022-10-24,Expense,Health,228.13
2022-10-24,Expense,Food,186.16
2022-10-24,Expense,Shopping,243.77
2022-10-24,Expense,Other,280.65
2022-10-24,Expense,Other,207.95
2022-10-25,Income,Freelance,4316.01
2022-10-25,Income,Salary,3862.93
2022-10-25,Expense,Bills,68.83
2022-10-25,Expense,Education,290.82
2022-10-25,Expense,Travel,198.0
2022-10-26,Income,Rental Income,2310.64
2022-10-26,Income,Freelance,1845.56
2022-10-26,Expense,Health,75.36
2022-10-26,Expense,Utilities,233.38
2022-10-26,Expense,Other,130.35
2022-10-26,Expense,Subscriptions,78.93
2022-10-26,Expense,Transportation,226.25
2022-10-27,Income,Gifts,3121.68
2022-10-27,Income,Gifts,1919.11
2022-10-27,Expense,Other,89.57
2022-10-27,Expense,Utilities,263.24
2022-10-27,Expense,Shopping,167.63
2022-10-27,Expense,Transportation,205.95
2022-10-28,Income,Investments,638.42
2022-10-28,Expense,Transportation,134.78
2022-10-28,Expense,Travel,72.47
2022-10-28,Expense,Subscriptions,94.64
2022-10-28,Expense,Shopping,205.51
2022-10-28,Expense,Other,91.34
2022-10-29,Income,Freelance,4606.32
2022-10-29,Expense,Subscriptions,83.11
2022-10-29,Expense,Travel,92.19
2022-10-29,Expense,Utilities,170.81
2022-10-29,Expense,Insurance,285.85
2022-10-29,Expense,Shopping,238.49
2022-10-30,Income,Rental Income,1042.21
2022-10-30,Income,Gifts,1123.62
2022-10-30,Expense,Education,200.37
2022-10-30,Expense,Utilities,246.7
2022-10-30,Expense,Entertainment,136.9
2022-10-30,Expense,Travel,17.83
2022-10-30,Expense,Insurance,275.58
2022-10-31,Income,Salary,4186.16
2022-10-31,Income,Salary,2972.93
2022-10-31,Expense,Education,210.03
2022-10-31,Expense,Food,139.82
2022-10-31,Expense,Insurance,157.63
2022-10-31,Expense,Bills,252.13
2022-10-31,Expense,Education,178.61
2022-11-01,Income,Rental Income,578.37
2022-11-01,Income,Salary,1649.55
2022-11-01,Expense,Transportation,166.65
2022-11-01,Expense,Insurance,109.44
2022-11-02,Income,Gifts,2181.86
2022-11-02,Income,Salary,188.25
2022-11-02,Expense,Education,19.42
2022-11-02,Expense,Transport,153.29
2022-11-02,Expense,Health,204.91
2022-11-02,Expense,Bills,120.35
2022-11-02,Expense,Subscriptions,128.11
2022-11-03,Income,Salary,723.34
2022-11-03,Income,Freelance,4030.33
2022-11-03,Expense,Entertainment,214.52
2022-11-03,Expense,Transport,292.71
2022-11-03,Expense,Education,90.0
2022-11-03,Expense,Bills,172.32
2022-11-04,Income,Gifts,4000.28
2022-11-04,Expense,Transport,230.17
2022-11-04,Expense,Travel,274.47
2022-11-04,Expense,Transport,293.52
2022-11-04,Expense,Shopping,241.11
2022-11-04,Expense,Transport,246.11
2022-11-05,Income,Gifts,4713.65
2022-11-05,Expense,Food,25.02
2022-11-05,Expense,Shopping,117.97
2022-11-05,Expense,Other,261.4
2022-11-05,Expense,Education,228.4
2022-11-05,Expense,Transportation,27.62
2022-11-06,Income,Gifts,658.21
2022-11-06,Expense,Utilities,34.43
2022-11-06,Expense,Bills,198.83
2022-11-06,Expense,Utilities,284.9
2022-11-07,Income,Gifts,1624.63
2022-11-07,Income,Investments,538.22
2022-11-07,Expense,Transport,260.2
2022-11-07,Expense,Food,151.26
2022-11-07,Expense,Utilities,259.55
2022-11-07,Expense,Travel,186.95
2022-11-07,Expense,Insurance,281.42
2022-11-08,Income,Investments,3717.72
2022-11-08,Income,Salary,2327.1
2022-11-08,Expense,Travel,108.21
2022-11-08,Expense,Insurance,220.51
2022-11-08,Expense,Education,103.68
2022-11-08,Expense,Transportation,141.99
2022-11-09,Income,Gifts,4391.6
2022-11-09,Income,Gifts,4863.21
2022-11-09,Expense,Food,103.64
2022-11-09,Expense,Bills,121.19
2022-11-09,Expense,Travel,63.36
2022-11-09,Expense,Subscriptions,10.36
2022-11-10,Income,Investments,3289.92
2022-11-10,Income,Rental Income,3200.7
2022-11-10,Expense,Transport,28.85
2022-11-10,Expense,Health,90.47
2022-11-10,Expense,Health,172.85
2022-11-10,Expense,Bills,265.24
2022-11-11,Income,Gifts,4354.84
2022-11-11,Expense,Utilities,164.01
2022-11-11,Expense,Entertainment,42.53
2022-11-12,Income,Investments,474.55
2022-11-12,Income,Freelance,4760.26
2022-11-12,Expense,Insurance,292.48
2022-11-12,Expense,Transportation,262.82
2022-11-13,Income,Freelance,1287.8
2022-11-13,Expense,Utilities,290.79
2022-11-13,Expense,Transportation,26.86
2022-11-13,Expense,Insurance,5.49
2022-11-14,Income,Gifts,2208.66
2022-11-14,Income,Freelance,330.62
2022-11-14,Expense,Transport,49.3
2022-11-14,Expense,Education,242.13
2022-11-14,Expense,Utilities,299.56
2022-11-14,Expense,Travel,132.39
2022-11-14,Expense,Bills,298.89
2022-11-15,Income,Freelance,2228.49
2022-11-15,Income,Investments,3730.86
2022-11-15,Expense,Subscriptions,275.34
2022-11-15,Expense,Bills,162.11
2022-11-16,Income,Gifts,2556.69
2022-11-16,Expense,Other,222.5
2022-11-16,Expense,Transport,72.86
2022-11-16,Expense,Shopping,284.46
2022-11-16,Expense,Subscriptions,157.74
2022-11-16,Expense,Insurance,248.05
2022-11-17,Income,Investments,3251.57
2022-11-17,Expense,Health,78.93
2022-11-17,Expense,Food,228.97
2022-11-17,Expense,Bills,18.2
2022-11-18,Income,Freelance,1565.9
2022-11-18,Expense,Food,241.2
2022-11-18,Expense,Transportation,229.76
2022-11-18,Expense,Food,148.99
2022-11-18,Expense,Other,17.95
2022-11-18,Expense,Entertainment,242.3
2022-11-19,Income,Rental Income,1713.95
2022-11-19,Expense,Bills,163.32
2022-11-19,Expense,Utilities,96.42
2022-11-20,Income,Gifts,4170.58
2022-11-20,Income,Salary,2521.81
2022-11-20,Expense,Subscriptions,215.75
2022-11-20,Expense,Bills,157.16
2022-11-20,Expense,Health,207.59
2022-11-21,Income,Salary,3794.69
2022-11-21,Expense,Transport,277.31
2022-11-21,Expense,Transport,121.42
2022-11-21,Expense,Entertainment,235.24
2022-11-21,Expense,Travel,110.57
2022-11-22,Income,Salary,1536.28
2022-11-22,Expense,Insurance,63.21
2022-11-22,Expense,Entertainment,70.31
2022-11-22,Expense,Transport,75.75
2022-11-22,Expense,Food,18.38
2022-11-23,Income,Freelance,1275.29
2022-11-23,Income,Salary,3702.66
2022-11-23,Expense,Shopping,252.17
2022-11-23,Expense,Education,227.38
2022-11-23,Expense,Transportation,230.59
2022-11-23,Expense,Transport,219.86
2022-11-23,Expense,Food,149.12
2022-11-24,Income,Investments,2429.09
2022-11-24,Expense,Entertainment,244.18
2022-11-24,Expense,Entertainment,12.54
2022-11-24,Expense,Utilities,130.56
2022-11-24,Expense,Transportation,73.99
2022-11-24,Expense,Education,146.42
2022-11-25,Income,Gifts,356.96
2022-11-25,Expense,Health,13.19
2022-11-25,Expense,Subscriptions,283.54
2022-11-25,Expense,Transport,272.3
2022-11-25,Expense,Insurance,244.32
2022-11-25,Expense,Shopping,223.21
2022-11-26,Income,Salary,2524.51
2022-11-26,Expense,Entertainment,180.52
2022-11-26,Expense,Food,47.12
2022-11-26,Expense,Shopping,169.2
2022-11-26,Expense,Travel,66.85
2022-11-27,Income,Rental Income,2139.43
2022-11-27,Expense,Health,216.45
2022-11-27,Expense,Subscriptions,97.42
2022-11-27,Expense,Subscriptions,209.92
2022-11-27,Expense,Health,61.45
2022-11-28,Income,Investments,3166.86
2022-11-28,Income,Rental Income,4910.17
2022-11-28,Expense,Food,59.13
2022-11-28,Expense,Other,99.03
2022-11-29,Income,Investments,4619.62
2022-11-29,Expense,Education,10.1
2022-11-29,Expense,Health,293.86
2022-11-29,Expense,Utilities,190.91
2022-11-30,Income,Gifts,2372.69
2022-11-30,Expense,Entertainment,273.59
2022-11-30,Expense,Entertainment,235.35
2022-11-30,Expense,Travel,118.55
2022-12-01,Income,Gifts,574.64
2022-12-01,Income,Gifts,2410.89
2022-12-01,Expense,Shopping,31.2
2022-12-01,Expense,Bills,143.61
2022-12-02,Income,Gifts,4468.13
2022-12-02,Expense,Subscriptions,245.75
2022-12-02,Expense,Food,13.57
2022-12-03,Income,Rental Income,544.23
2022-12-03,Expense,Health,7.74
2022-12-03,Expense,Food,34.45
2022-12-03,Expense,Other,164.5
2022-12-04,Income,Investments,3073.6
2022-12-04,Income,Investments,4043.13
2022-12-04,Expense,Subscriptions,158.71
2022-12-04,Expense,Transport,286.26
2022-12-05,Income,Salary,759.81
2022-12-05,Income,Gifts,2279.83
2022-12-05,Expense,Utilities,68.63
2022-12-05,Expense,Entertainment,259.53
2022-12-05,Expense,Travel,20.48
2022-12-06,Income,Salary,3727.96
2022-12-06,Income,Investments,2345.97
2022-12-06,Expense,Subscriptions,135.68
2022-12-06,Expense,Subscriptions,289.7
2022-12-07,Income,Freelance,1711.75
2022-12-07,Income,Freelance,1921.88
2022-12-07,Expense,Subscriptions,159.3
2022-12-07,Expense,Health,7.26
2022-12-07,Expense,Entertainment,12.47
2022-12-07,Expense,Transportation,35.53
2022-12-08,Income,Freelance,450.39
2022-12-08,Expense,Entertainment,283.28
2022-12-08,Expense,Transportation,87.21
2022-12-09,Income,Rental Income,4651.92
2022-12-09,Income,Freelance,3626.44
2022-12-09,Expense,Food,55.36
2022-12-09,Expense,Utilities,179.24
2022-12-09,Expense,Insurance,218.25
2022-12-09,Expense,Travel,99.84
2022-12-10,Income,Salary,1018.02
2022-12-10,Expense,Utilities,122.42
2022-12-10,Expense,Bills,208.57
2022-12-11,Income,Rental Income,2455.82
2022-12-11,Income,Gifts,3391.23
2022-12-11,Expense,Education,63.62
2022-12-11,Expense,Health,244.58
2022-12-11,Expense,Subscriptions,219.59
2022-12-12,Income,Salary,4064.25
2022-12-12,Income,Rental Income,553.4
2022-12-12,Expense,Utilities,107.92
2022-12-12,Expense,Insurance,100.35
2022-12-13,Income,Freelance,1007.56
2022-12-13,Expense,Other,262.01
2022-12-13,Expense,Insurance,46.74
2022-12-13,Expense,Bills,149.79
2022-12-13,Expense,Other,26.65
2022-12-13,Expense,Shopping,146.68
2022-12-14,Income,Rental Income,961.72
2022-12-14,Income,Investments,2367.64
2022-12-14,Expense,Entertainment,112.05
2022-12-14,Expense,Food,251.16
2022-12-14,Expense,Education,31.69
2022-12-14,Expense,Health,16.39
2022-12-14,Expense,Food,249.47
2022-12-15,Income,Investments,3514.34
2022-12-15,Income,Salary,1741.81
2022-12-15,Expense,Insurance,79.46
2022-12-15,Expense,Transportation,235.45
2022-12-15,Expense,Utilities,130.7
2022-12-15,Expense,Education,79.22
2022-12-16,Income,Salary,1945.43
2022-12-16,Income,Investments,1740.87
2022-12-16,Expense,Shopping,229.3
2022-12-16,Expense,Subscriptions,136.68
2022-12-16,Expense,Utilities,23.65
2022-12-16,Expense,Transportation,29.69
2022-12-17,Income,Rental Income,574.6
2022-12-17,Expense,Transport,26.08
2022-12-17,Expense,Travel,203.1
2022-12-17,Expense,Food,213.09
2022-12-17,Expense,Education,241.95
2022-12-17,Expense,Transport,77.03
2022-12-18,Income,Investments,2413.3
2022-12-18,Expense,Transport,168.21
2022-12-18,Expense,Other,19.59
2022-12-19,Income,Freelance,111.38
2022-12-19,Expense,Insurance,79.38
2022-12-19,Expense,Subscriptions,247.1
2022-12-20,Income,Freelance,3681.67
2022-12-20,Income,Investments,422.12
2022-12-20,Expense,Utilities,76.74
2022-12-20,Expense,Food,276.53
2022-12-21,Income,Freelance,4226.97
2022-12-21,Income,Freelance,4931.51
2022-12-21,Expense,Other,30.59
2022-12-21,Expense,Entertainment,12.64
2022-12-21,Expense,Shopping,121.06
2022-12-21,Expense,Insurance,223.07
2022-12-21,Expense,Insurance,27.14
2022-12-22,Income,Freelance,675.16
2022-12-22,Expense,Shopping,280.86
2022-12-22,Expense,Bills,189.4
2022-12-23,Income,Gifts,2744.05
2022-12-23,Income,Gifts,2706.62
2022-12-23,Expense,Food,75.9
2022-12-23,Expense,Bills,8.83
2022-12-23,Expense,Entertainment,204.26
2022-12-23,Expense,Subscriptions,215.5
2022-12-24,Income,Investments,2276.95
2022-12-24,Expense,Subscriptions,264.88
2022-12-24,Expense,Bills,18.38
2022-12-24,Expense,Utilities,18.93
2022-12-24,Expense,Health,237.88
2022-12-24,Expense,Transportation,104.26
2022-12-25,Income,Salary,2963.09
2022-12-25,Expense,Insurance,248.86
2022-12-25,Expense,Transportation,274.79
2022-12-26,Income,Freelance,2992.75
2022-12-26,Expense,Shopping,139.04
2022-12-26,Expense,Bills,59.84
2022-12-26,Expense,Shopping,192.46
2022-12-27,Income,Investments,360.6
2022-12-27,Expense,Travel,88.72
2022-12-27,Expense,Shopping,169.46
2022-12-28,Income,Freelance,4275.39
2022-12-28,Income,Rental Income,1172.32
2022-12-28,Expense,Health,153.04
2022-12-28,Expense,Education,234.89
2022-12-28,Expense,Entertainment,281.22
2022-12-29,Income,Freelance,1997.41
2022-12-29,Income,Rental Income,339.89
2022-12-29,Expense,Other,188.34
2022-12-29,Expense,Health,93.07
2022-12-30,Income,Salary,875.82
2022-12-30,Income,Gifts,4687.0
2022-12-30,Expense,Travel,81.77
2022-12-30,Expense,Entertainment,97.99
2022-12-31,Income,Investments,3014.41
2022-12-31,Income,Investments,4931.6
2022-12-31,Expense,Food,69.69
2022-12-31,Expense,Transport,207.8
2022-12-31,Expense,Insurance,197.07
2022-12-31,Expense,Education,130.34
2022-12-31,Expense,Entertainment,218.08
2023-01-01,Income,Salary,2277.29
2023-01-01,Income,Salary,2250.91
2023-01-01,Expense,Transport,35.32
2023-01-01,Expense,Food,99.53
2023-01-01,Expense,Transportation,42.3
2023-01-01,Expense,Health,19.83
2023-01-01,Expense,Food,244.47
2023-01-02,Income,Investments,2480.89
2023-01-02,Income,Rental Income,865.08
2023-01-02,Expense,Insurance,221.81
2023-01-02,Expense,Transportation,62.42
2023-01-02,Expense,Other,56.23
2023-01-02,Expense,Health,30.96
2023-01-03,Income,Freelance,694.36
2023-01-03,Expense,Bills,83.85
2023-01-03,Expense,Shopping,156.83
2023-01-03,Expense,Education,250.88
2023-01-03,Expense,Utilities,247.31
2023-01-03,Expense,Entertainment,42.44
2023-01-04,Income,Gifts,3406.87
2023-01-04,Expense,Bills,241.68
2023-01-04,Expense,Bills,217.72
2023-01-04,Expense,Health,121.36
2023-01-04,Expense,Food,271.86
2023-01-05,Income,Salary,3406.39
2023-01-05,Expense,Utilities,143.72
2023-01-05,Expense,Entertainment,230.69
2023-01-05,Expense,Food,79.16
2023-01-05,Expense,Entertainment,28.37
2023-01-05,Expense,Insurance,259.38
2023-01-06,Income,Freelance,2190.52
2023-01-06,Income,Salary,4821.86
2023-01-06,Expense,Transportation,14.03
2023-01-06,Expense,Health,240.64
2023-01-06,Expense,Shopping,39.58
2023-01-07,Income,Gifts,918.47
2023-01-07,Income,Investments,1390.48
2023-01-07,Expense,Entertainment,250.62
2023-01-07,Expense,Travel,17.38
2023-01-08,Income,Salary,3861.58
2023-01-08,Income,Freelance,1322.99
2023-01-08,Expense,Health,273.82
2023-01-08,Expense,Other,260.96
2023-01-08,Expense,Travel,228.92
2023-01-08,Expense,Insurance,276.3
2023-01-09,Income,Rental Income,2131.31
2023-01-09,Income,Salary,4811.12
2023-01-09,Expense,Other,109.85
2023-01-09,Expense,Insurance,219.26
2023-01-09,Expense,Bills,48.01
2023-01-09,Expense,Entertainment,86.3
2023-01-10,Income,Rental Income,1463.76
2023-01-10,Expense,Subscriptions,156.39
2023-01-10,Expense,Shopping,256.53
2023-01-10,Expense,Insurance,68.06
2023-01-11,Income,Salary,2955.43
2023-01-11,Expense,Entertainment,9.35
2023-01-11,Expense,Other,272.99
2023-01-11,Expense,Shopping,142.37
2023-01-11,Expense,Insurance,143.1
2023-01-12,Income,Salary,2577.65
2023-01-12,Income,Rental Income,1947.91
2023-01-12,Expense,Health,256.13
2023-01-12,Expense,Education,266.16
2023-01-12,Expense,Subscriptions,180.21
2023-01-13,Income,Investments,672.75
2023-01-13,Expense,Travel,91.53
2023-01-13,Expense,Food,69.23
2023-01-13,Expense,Education,118.6
2023-01-14,Income,Salary,310.12
2023-01-14,Income,Gifts,3061.69
2023-01-14,Expense,Transportation,44.45
2023-01-14,Expense,Entertainment,188.7
2023-01-14,Expense,Utilities,7.92
2023-01-14,Expense,Insurance,144.08
2023-01-14,Expense,Bills,196.32
2023-01-15,Income,Rental Income,617.13
2023-01-15,Income,Salary,755.1
2023-01-15,Expense,Food,256.11
2023-01-15,Expense,Entertainment,123.89
2023-01-15,Expense,Transport,275.71
2023-01-15,Expense,Transport,263.38
2023-01-15,Expense,Shopping,80.79
2023-01-16,Income,Salary,1216.98
2023-01-16,Income,Freelance,769.66
2023-01-16,Expense,Transport,264.59
2023-01-16,Expense,Utilities,41.45
2023-01-16,Expense,Shopping,80.18
2023-01-16,Expense,Bills,173.84
2023-01-16,Expense,Food,193.64
2023-01-17,Income,Freelance,4703.25
2023-01-17,Income,Salary,4811.3
2023-01-17,Expense,Entertainment,176.37
2023-01-17,Expense,Utilities,17.24
2023-01-17,Expense,Transport,148.11
2023-01-17,Expense,Transportation,51.68
2023-01-17,Expense,Bills,127.53
2023-01-18,Income,Freelance,672.82
2023-01-18,Income,Freelance,273.4
2023-01-18,Expense,Bills,173.82
2023-01-18,Expense,Health,110.34
2023-01-18,Expense,Other,161.41
2023-01-18,Expense,Food,221.32
2023-01-18,Expense,Travel,285.4
2023-01-19,Income,Investments,4970.81
2023-01-19,Expense,Travel,232.56
2023-01-19,Expense,Education,116.86
2023-01-20,Income,Gifts,3464.42
2023-01-20,Income,Investments,2355.7
2023-01-20,Expense,Shopping,71.85
2023-01-20,Expense,Subscriptions,31.63
2023-01-20,Expense,Transport,190.95
2023-01-20,Expense,Health,298.9
2023-01-20,Expense,Transport,16.51
2023-01-21,Income,Salary,1571.81
2023-01-21,Expense,Utilities,286.68
2023-01-21,Expense,Other,241.07
2023-01-22,Income,Investments,4919.65
2023-01-22,Income,Freelance,4912.24
2023-01-22,Expense,Subscriptions,284.25
2023-01-22,Expense,Subscriptions,245.33
2023-01-23,Income,Salary,4739.58
2023-01-23,Income,Investments,441.87
2023-01-23,Expense,Education,47.83
2023-01-23,Expense,Entertainment,18.89
2023-01-23,Expense,Travel,130.03
2023-01-23,Expense,Utilities,74.65
2023-01-23,Expense,Other,263.11
2023-01-24,Income,Investments,3590.97
2023-01-24,Expense,Education,17.54
2023-01-24,Expense,Insurance,73.7
2023-01-24,Expense,Bills,191.63
2023-01-25,Income,Gifts,4552.11
2023-01-25,Expense,Travel,137.24
2023-01-25,Expense,Education,84.88
2023-01-25,Expense,Food,204.95
2023-01-26,Income,Freelance,3215.28
2023-01-26,Expense,Subscriptions,252.42
2023-01-26,Expense,Other,252.39
2023-01-26,Expense,Utilities,152.24
2023-01-26,Expense,Subscriptions,32.35
2023-01-26,Expense,Shopping,294.21
2023-01-27,Income,Freelance,1411.19
2023-01-27,Expense,Shopping,58.53
2023-01-27,Expense,Travel,35.67
2023-01-27,Expense,Utilities,214.8
2023-01-27,Expense,Transport,234.01
2023-01-27,Expense,Transportation,212.82
2023-01-28,Income,Rental Income,691.94
2023-01-28,Expense,Utilities,191.3
2023-01-28,Expense,Transportation,289.82
2023-01-28,Expense,Other,228.12
2023-01-29,Income,Freelance,1810.13
2023-01-29,Income,Freelance,2154.22
2023-01-29,Expense,Bills,102.97
2023-01-29,Expense,Insurance,186.33
2023-01-30,Income,Salary,2976.88
2023-01-30,Income,Investments,1602.26
2023-01-30,Expense,Subscriptions,32.51
2023-01-30,Expense,Transport,257.28
2023-01-30,Expense,Bills,288.2
2023-01-31,Income,Gifts,4751.93
2023-01-31,Income,Freelance,3993.34
2023-01-31,Expense,Entertainment,25.23
2023-01-31,Expense,Insurance,87.76
2023-01-31,Expense,Education,36.39
2023-02-01,Income,Gifts,1009.59
2023-02-01,Expense,Shopping,173.14
2023-02-01,Expense,Other,199.24
2023-02-01,Expense,Health,267.36
2023-02-01,Expense,Food,76.59
2023-02-02,Income,Investments,4388.08
2023-02-02,Income,Gifts,1384.25
2023-02-02,Expense,Food,221.01
2023-02-02,Expense,Food,184.86
2023-02-03,Income,Gifts,724.85
2023-02-03,Expense,Transportation,225.54
2023-02-03,Expense,Food,99.28
2023-02-03,Expense,Transportation,207.47
2023-02-03,Expense,Insurance,233.4
2023-02-04,Income,Gifts,2817.51
2023-02-04,Expense,Health,251.55
2023-02-04,Expense,Subscriptions,68.28
2023-02-04,Expense,Health,169.18
2023-02-05,Income,Investments,415.57
2023-02-05,Expense,Subscriptions,155.08
2023-02-05,Expense,Education,247.16
2023-02-05,Expense,Subscriptions,295.56
2023-02-06,Income,Rental Income,4388.55
2023-02-06,Expense,Education,30.77
2023-02-06,Expense,Bills,94.95
2023-02-07,Income,Rental Income,670.61
2023-02-07,Income,Salary,3414.02
2023-02-07,Expense,Transportation,97.64
2023-02-07,Expense,Insurance,270.84
2023-02-07,Expense,Transportation,105.07
